lga_id,lga_name,state,geopolitical_zone,latitude,longitude,population_0_14,children_6_14,oos_count,oos_rate,poverty_rate,conflict_score,gender_gap,distance_to_school_km,teacher_pupil_ratio,disability_rate,school_density_per_1000,literacy_rate,water_sanitation_access,dominant_driver,risk_tier
584,Sokoto_LGA_09,Sokoto,NW,13.4823,5.5758,95464,48632,27220,0.5597,0.735,0.3992,0.4337,5.62,0.0296,0.0757,1.421,0.5138,0.2526,poverty,High
585,Sokoto_LGA_10,Sokoto,NW,13.2068,5.3858,145504,67163,32570,0.485,0.9205,0.4274,0.3887,0.5,0.01,0.0781,0.574,0.4174,0.1213,poverty,High
586,Sokoto_LGA_11,Sokoto,NW,12.9925,5.9298,49221,26598,14214,0.5344,0.9196,0.6118,0.3154,1.65,0.01381,0.0817,0.804,0.3253,0.1237,poverty,High
587,Sokoto_LGA_12,Sokoto,NW,13.1834,4.9274,115718,48467,24203,0.4994,0.7217,0.3951,0.3917,1.42,0.02728,0.0794,1.119,0.3284,0.2492,poverty,High
588,Sokoto_LGA_13,Sokoto,NW,12.9389,5.2938,107932,53133,27420,0.5161,0.755,0.4759,0.371,6.16,0.02051,0.0952,0.454,0.2259,0.1897,poverty,High
589,Sokoto_LGA_14,Sokoto,NW,13.1839,4.6415,114520,60563,34856,0.5755,0.7816,0.3613,0.3701,7.12,0.01387,0.0668,1.039,0.3267,0.2985,poverty,High
590,Sokoto_LGA_15,Sokoto,NW,13.1064,5.1634,18793,9210,4860,0.5277,0.8793,0.4575,0.3295,2.32,0.01,0.086,0.721,0.331,0.024,poverty,High
591,Sokoto_LGA_16,Sokoto,NW,12.7335,4.8563,236570,119840,91803,0.766,0.8667,0.627,0.399,14.29,0.01308,0.0633,0.694,0.2162,0.1207,poverty,Critical
592,Sokoto_LGA_17,Sokoto,NW,13.7708,5.0099,148056,68536,38027,0.5548,0.8919,0.3271,0.4545,1.47,0.01549,0.0834,0.978,0.4055,0.0928,poverty,High
593,Sokoto_LGA_18,Sokoto,NW,12.3307,5.6717,41451,17156,8005,0.4666,0.7044,0.4599,0.4021,1.88,0.03065,0.0657,1.293,0.3422,0.2819,poverty,High
594,Sokoto_LGA_19,Sokoto,NW,13.0929,5.3586,207978,90444,48776,0.5393,0.8042,0.1807,0.3229,2.0,0.0109,0.0943,0.52,0.3294,0.2075,poverty,High
595,Sokoto_LGA_20,Sokoto,NW,12.8702,5.5152,242084,119547,57939,0.4847,0.7986,0.4659,0.4789,1.16,0.03441,0.0739,1.029,0.3831,0.1278,poverty,High
596,Sokoto_LGA_21,Sokoto,NW,13.1232,5.0671,224196,112158,62112,0.5538,0.8142,0.3931,0.3955,0.64,0.02117,0.0736,1.597,0.2313,0.138,poverty,High
597,Sokoto_LGA_22,Sokoto,NW,12.4424,5.9193,227392,103598,61869,0.5972,0.8399,0.4334,0.4618,4.02,0.01624,0.0819,0.241,0.3519,0.1044,poverty,High
598,Sokoto_LGA_23,Sokoto,NW,12.7961,5.4598,80660,37277,17530,0.4703,0.7219,0.315,0.4577,1.29,0.02958,0.0956,0.568,0.4639,0.177,poverty,High
599,Taraba_LGA_01,Taraba,NE,8.3238,11.0847,83160,44788,24515,0.5474,0.8232,0.6215,0.3866,5.45,0.02253,0.0954,0.861,0.4674,0.0777,poverty,High
600,Taraba_LGA_02,Taraba,NE,8.5,10.7364,94950,40183,24993,0.622,0.7121,0.6127,0.4178,4.27,0.01565,0.0936,0.05,0.3219,0.3142,poverty,Critical
601,Taraba_LGA_03,Taraba,NE,7.696,10.6437,48589,20044,11066,0.5521,0.7247,0.6116,0.3484,1.76,0.03268,0.1038,0.678,0.3237,0.3116,poverty,High
602,Taraba_LGA_04,Taraba,NE,8.5734,11.6255,224747,102421,61219,0.5977,0.6632,0.6634,0.4489,6.46,0.0259,0.0762,0.859,0.5712,0.2597,poverty,High
603,Taraba_LGA_05,Taraba,NE,8.2661,12.0411,72591,32840,22905,0.6975,0.6708,0.7224,0.3202,2.53,0.01945,0.1004,0.984,0.4366,0.2761,poverty,Critical
604,Taraba_LGA_06,Taraba,NE,7.8046,10.5738,147266,75525,31231,0.4135,0.6462,0.5363,0.3693,1.13,0.01987,0.1078,1.174,0.3873,0.258,poverty,High
605,Taraba_LGA_07,Taraba,NE,8.1768,11.6278,120289,63819,26925,0.4219,0.5559,0.5175,0.3745,4.26,0.0157,0.0817,1.018,0.3625,0.4268,poverty,High
606,Taraba_LGA_08,Taraba,NE,7.7558,10.6185,80355,39854,23317,0.5851,0.8238,0.5467,0.3402,11.8,0.01,0.1025,1.196,0.4688,0.1242,poverty,High
607,Taraba_LGA_09,Taraba,NE,8.0053,10.9003,54408,28553,16228,0.5684,0.8019,0.495,0.4138,6.1,0.03258,0.0957,1.118,0.4382,0.2272,poverty,High
608,Taraba_LGA_10,Taraba,NE,8.0732,10.7854,209594,111992,71030,0.6342,0.7855,0.6634,0.3996,6.54,0.01387,0.101,0.905,0.3185,0.1834,poverty,Critical
609,Taraba_LGA_11,Taraba,NE,7.3449,12.0016,35956,17342,10651,0.6142,0.8768,0.4844,0.4153,9.12,0.02898,0.0897,0.46,0.291,0.0903,poverty,Critical
610,Taraba_LGA_12,Taraba,NE,7.7184,11.5771,152000,69597,36720,0.5276,0.7888,0.4762,0.3459,6.72,0.01837,0.1084,0.87,0.2709,0.211,poverty,High
611,Taraba_LGA_13,Taraba,NE,8.0024,11.247,49597,27149,14428,0.5314,0.8029,0.62,0.41,4.19,0.02468,0.0844,1.132,0.3495,0.1856,poverty,High
612,Taraba_LGA_14,Taraba,NE,7.8761,10.8311,42115,20869,11390,0.5458,0.6138,0.6497,0.339,4.53,0.01707,0.0788,0.823,0.3267,0.411,poverty,High
613,Taraba_LGA_15,Taraba,NE,7.2121,11.8843,129039,62289,30395,0.488,0.7827,0.49,0.325,0.5,0.02438,0.0775,0.614,0.3277,0.2844,poverty,High
614,Taraba_LGA_16,Taraba,NE,7.4444,12.1025,106923,45530,25103,0.5514,0.6962,0.6105,0.4026,3.17,0.02207,0.0908,0.751,0.3763,0.2521,poverty,High
615,Yobe_LGA_01,Yobe,NE,11.9825,11.1544,129939,53514,35337,0.6603,0.7819,0.9472,0.3876,2.62,0.02187,0.0786,1.193,0.4149,0.1628,poverty,Critical
616,Yobe_LGA_02,Yobe,NE,12.9182,11.6892,55881,26731,17268,0.646,0.7959,0.7259,0.3897,3.0,0.01,0.0925,0.786,0.4104,0.1855,poverty,Critical
617,Yobe_LGA_03,Yobe,NE,12.207,11.923,209106,109580,69705,0.6361,0.8033,0.8481,0.403,2.19,0.02512,0.1013,0.708,0.3206,0.1613,poverty,Critical
618,Yobe_LGA_04,Yobe,NE,12.7278,11.9811,50168,24031,15649,0.6512,0.7356,0.8724,0.422,7.52,0.02635,0.0835,0.941,0.3846,0.3162,poverty,Critical
619,Yobe_LGA_05,Yobe,NE,12.9529,11.5307,67437,35675,20568,0.5765,0.7442,0.7733,0.3543,1.07,0.02927,0.084,0.97,0.4252,0.1604,poverty,High
620,Yobe_LGA_06,Yobe,NE,12.3361,11.441,237008,129203,77364,0.5988,0.6465,0.8122,0.4263,3.48,0.01494,0.0945,0.944,0.2053,0.419,poverty,High
621,Yobe_LGA_07,Yobe,NE,11.7079,11.9744,204693,111012,82098,0.7395,0.804,0.7435,0.4072,13.17,0.02198,0.0823,1.059,0.3049,0.2887,poverty,Critical
622,Yobe_LGA_08,Yobe,NE,11.9013,10.9322,34954,17172,9537,0.5554,0.7423,0.6446,0.4552,0.59,0.01974,0.0777,0.624,0.2543,0.2792,poverty,High
623,Yobe_LGA_09,Yobe,NE,12.7687,11.7763,141596,64452,39410,0.6115,0.7691,0.7666,0.4219,4.78,0.01369,0.0661,0.145,0.5439,0.312,poverty,Critical
624,Yobe_LGA_10,Yobe,NE,12.2184,11.7509,108551,53543,30575,0.571,0.769,0.7987,0.3516,2.57,0.02244,0.0802,0.936,0.3623,0.2143,poverty,High
625,Yobe_LGA_11,Yobe,NE,12.4245,11.2186,149039,79098,48370,0.6115,0.7124,0.8028,0.4762,1.44,0.0192,0.1046,0.564,0.383,0.2755,poverty,Critical
626,Yobe_LGA_12,Yobe,NE,11.6132,11.8765,18532,8577,5170,0.6029,0.6908,0.7774,0.322,3.55,0.01678,0.0833,0.95,0.3085,0.3168,poverty,Critical
627,Yobe_LGA_13,Yobe,NE,12.6823,11.0565,210251,107015,71295,0.6662,0.8006,0.818,0.4172,4.94,0.01,0.1001,0.774,0.4632,0.214,poverty,Critical
628,Yobe_LGA_14,Yobe,NE,12.4517,10.9538,51085,20473,11852,0.5789,0.7357,0.9023,0.4012,0.5,0.01688,0.0923,1.158,0.3957,0.2644,poverty,High
629,Yobe_LGA_15,Yobe,NE,11.6625,11.406,242511,121914,75157,0.6165,0.7564,0.8214,0.3449,0.5,0.02258,0.0985,1.025,0.3113,0.2681,poverty,Critical
630,Yobe_LGA_16,Yobe,NE,12.2264,11.6718,99811,46297,27612,0.5964,0.8067,0.8767,0.4498,0.5,0.01,0.1101,1.12,0.3592,0.1225,poverty,High
631,Yobe_LGA_17,Yobe,NE,11.9358,12.2274,154711,66114,35484,0.5367,0.7047,0.6884,0.3993,1.3,0.02122,0.0766,0.724,0.4572,0.2961,poverty,High
632,Zamfara_LGA_01,Zamfara,NW,12.5364,7.1039,106085,46516,27214,0.5851,0.779,0.8298,0.4751,1.24,0.01,0.082,1.413,0.241,0.2004,poverty,High
633,Zamfara_LGA_02,Zamfara,NW,12.6903,6.6696,197023,86975,63150,0.7261,0.9222,0.7882,0.3825,18.48,0.01,0.0828,1.416,0.3807,0.1044,poverty,Critical
634,Zamfara_LGA_03,Zamfara,NW,11.706,6.4099,29856,11960,7507,0.6277,0.939,0.8805,0.4018,0.5,0.01372,0.0655,0.462,0.348,0.0403,poverty,Critical
635,Zamfara_LGA_04,Zamfara,NW,11.6821,5.9498,181193,82240,55919,0.68,0.7943,0.7383,0.4463,11.49,0.01,0.08,0.829,0.3763,0.1582,poverty,Critical
636,Zamfara_LGA_05,Zamfara,NW,11.9512,6.2174,105856,52822,39510,0.748,0.7941,0.7947,0.5238,16.96,0.02463,0.0865,1.019,0.3672,0.195,poverty,Critical
637,Zamfara_LGA_06,Zamfara,NW,12.5292,6.7677,10058,4230,3488,0.8246,0.8443,0.8856,0.3565,13.93,0.0279,0.0949,0.569,0.3053,0.2492,poverty,Critical
638,Zamfara_LGA_07,Zamfara,NW,11.802,6.1257,230385,111681,70844,0.6343,0.7956,0.8943,0.4679,1.89,0.01706,0.0892,0.761,0.3045,0.2345,poverty,Critical
639,Zamfara_LGA_08,Zamfara,NW,11.5346,7.4096,246251,104303,58658,0.5624,0.8299,0.8031,0.3517,3.69,0.01112,0.0846,0.21,0.2631,0.0599,poverty,High
640,Zamfara_LGA_09,Zamfara,NW,11.7735,7.0226,147796,72256,40039,0.5541,0.9539,0.6194,0.4149,1.15,0.01006,0.0789,1.168,0.392,0.02,poverty,High
641,Zamfara_LGA_10,Zamfara,NW,12.3304,6.077,143396,76920,44735,0.5816,0.8038,0.7859,0.3913,1.0,0.0245,0.0815,0.715,0.3761,0.2179,poverty,High
642,Zamfara_LGA_11,Zamfara,NW,12.6868,7.4475,29465,14614,7151,0.4894,0.9644,0.6661,0.3827,3.48,0.03823,0.075,0.65,0.3143,0.0368,poverty,High
643,Zamfara_LGA_12,Zamfara,NW,12.7776,7.2614,104813,43208,29897,0.6919,0.9031,0.9309,0.3906,4.61,0.01082,0.0877,0.628,0.2492,0.0779,poverty,Critical
644,Zamfara_LGA_13,Zamfara,NW,12.5399,6.1387,193778,105895,67890,0.6411,0.9038,0.7348,0.4113,1.94,0.02551,0.0825,0.578,0.4144,0.1731,poverty,Critical
645,Zamfara_LGA_14,Zamfara,NW,11.6099,6.0766,200951,106098,59853,0.5641,0.8645,0.7544,0.3866,3.26,0.03225,0.0803,0.429,0.2483,0.1289,poverty,High
